codigo_produto,nome_produto,quantidade_vendida,receita_total,num_pedidos
22952,72 CAKE CASES VINTAGE CHRISTMAS,24,13.2,1
84388,WISE MAN STAR SHAPE EGG PAN,24,13.139999999999999,6
37462E,"PET MUG, GOLDFISH",36,13.1,12
16162L,THE KING GIFT BAG,20,13.0,8
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,5,12.75,4
21895,POTTING SHED SOW 'N' GROW SET,2,12.72,2
DCGS0070,CAMOUFLAGE DOG COLLAR,1,12.72,1
90042C,FRESHWATER PEARL BRACELET IVORY,5,12.7,5
90055,CRACKED GLAZE EARRINGS BROWN,5,12.53,5
90037C,TINY CRYSTAL BRACELET BLUE,5,12.52,5
23071,MARIE ANTOIENETT TRINKET BOX GOLD,1,12.5,1
20671,BLUE TEATIME PRINT BOWL,10,12.5,2
90020,FILIGREE DIAMANTE CHAIN,1,12.48,1
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,3,12.48,3
23654,SET 10 CARD SNOWMAN 16965,5,12.450000000000001,4
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",5,12.399999999999999,4
21144,PINK POODLE HANGING DECORATION,-7,12.239999999999998,3
79329,PINK FLOCK GLASS CANDLEHOLDER,12,12.18,2
84016,FLAG OF ST GEORGE CAR FLAG,27,12.16,2
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,1,11.95,1
90021,LASER CUT MULTI STRAND NECKLACE,1,11.95,1
84620,BLUE GINGHAM ROSE CUSHION COVER,2,11.9,1
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,11.9,1
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,14,11.899999999999999,5
90214Z,"LETTER ""Z"" BLING KEY RING",22,11.84,10
37444B,BLUE BREAKFAST CUP AND SAUCER,4,11.8,3
35818B,"ACRYLIC JEWEL ICICLE, BLUE",31,11.78,3
16162M,THE KING GIFT BAG 25X24X12CM,28,11.76,8
16043,POP ART PUSH DOWN RUBBER,98,11.759999999999998,2
23608,SET 10 CARDS RUDOLPHS NOSE 17097,4,11.64,3
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,4,11.64,1
85184c,SET 4 VALENTINE DECOUPAGE HEART BOX,2,11.58,2
71050,SMALL SINGLE FLAME CANDLE HOLDER,33,11.55,6
72798C,SET/4 GARDEN ROSE DINNER CANDLE,7,11.549999999999999,3
47013C,WINE BOTTLE DRESSING DARK BLUE,40,11.530000000000001,13
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,2,11.46,2
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,27,11.34,9
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25,1
90025D,BAROQUE BUTTERFLY EARRINGS PINK,3,11.19,3
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,14,11.060000000000002,4
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,28,10.92,3
79026B,"S/4 ICON COASTER,ELVIS LIVES",25,10.61,9
16161M,WRAP  PINK FLOCK,25,10.5,1
16169N,WRAP BLUE RUSSIAN FOLKART,25,10.5,1
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,27,10.260000000000002,2
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,12,10.2,4
85109,PINK BOUDOIR T-LIGHT HOLDER,12,10.2,1
35958,FOLKART ZINC STAR CHRISTMAS DEC,12,10.2,3
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,24,10.08,6
23086,ZINC STAR T-LIGHT HOLDER,8,10.0,1
90053,CRACKED GLAZE EARRINGS IVORY,4,9.99,4
23624,SET 10 CARD PERFECT NATIVITY 17089,4,9.96,4
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,9.96,4
23650,SET 10 CARDS FILIGREE BAUBLE 16961,4,9.96,4
23619,SET 10 CARDS POINSETTIA 17093,4,9.96,2
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,9.95,1
84689,S/2 BEACH HUT TREASURE CHESTS,3,9.95,2
DCGS0003,BOXED GLASS ASHTRAY,4,9.94,4
82613b,"METAL SIGN,CUPCAKE SINGLE HOOK",4,9.94,4
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,4,9.879999999999999,2
85231g,ORANGE SCENTED SET/9 T-LIGHTS,6,9.78,6
44242A,LILAC FEATHERS CURTAIN,12,9.48,1
23441,HAND PAINTED HANGING EASTER EGG,22,9.24,3
35809B,ENAMEL BLUE RIM TEA CONTAINER,8,9.18,3
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,1,9.15,1
90184c,BLACK CHUNKY BEAD BRACELET W STRAP,1,9.15,1
37351,ORANGE FLOWER MUG,10,9.06,2
20906,VINTAGE NOTEBOOK BEAUTY GIRL,3,8.850000000000001,2
45013,FOLDING SHOE TIDY,3,8.850000000000001,2
84773,RED ROSE AND LACE C/COVER,3,8.850000000000001,1
90077,BLACK DIAMOND CLUSTER EARRINGS,3,8.82,3
90011D,PURPLE CRYSTAL DROP EARRINGS,3,8.76,3
90011E,AMBER CRYSTAL DROP EARRINGS,3,8.76,3
90027B,GLASS BEAD HOOP EARRINGS MONTANA,3,8.76,3
16206B,RED PURSE WITH PINK HEART,7,8.75,2
90130D,RED STONE/CRYSTAL EARRINGS,3,8.7,3
84732B,CUTE BIRD CEATURE SCREEN,22,8.58,2
90167,BEADED LOVE HEART JEWELLERY SET,10,8.5,1
44265,M/COLOUR POM-POM CURTAIN,2,8.5,1
90102,WHITE FRANGIPANI HAIR CLIP,10,8.5,1
85035c,ROSE 3 WICK MORRIS BOX CANDLE,1,8.47,1
21410,COUNTRY COTTAGE  DOORSTOP GREEN,1,8.47,1
85035b,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1,8.47,1
72803b,OCEAN SCENT CANDLE JEWELLED DRAWER,1,8.47,1
85036b,CHOCOLATE 1 WICK MORRIS BOX CANDLE,1,8.47,1
84975,HEART SHAPED MIRROR,5,8.45,2
20871,OPULENT VELVET SET/3 CANDLES,2,8.42,1
21594,DR. JAM'S AROUZER STRESS BALL,2,8.34,2
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,5,8.299999999999999,2
72802c,VANILLA SCENT CANDLE JEWELLED BOX,1,8.29,1
85034b,3 WHITE CHOC MORRIS BOXED CANDLES,1,8.29,1
84924F,PSYCHEDELIC METAL SIGN CALENDAR,10,7.9,3
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,7,7.85,2
35607A,PINK FLUFFY CHRISTMAS DECORATION,26,7.82,2
90042A,FRESHWATER PEARL BRACELET GOLD,3,7.6499999999999995,2
85189,HANGING BUTTERFLY  EGG,9,7.6499999999999995,3
79149B,SILICON STAR BULB  BLUE,18,7.56,8
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,6,7.5,1
90068,"RUBY GLASS NECKLACE 42""",1,7.5,1
21827,EIGHT PIECE CREEPY CRAWLIE SET,6,7.5,3
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,7.5,2
85160A,WHITE BIRD GARDEN DESIGN MUG,6,7.5,1
62097B,BLUE STRIPES SHOULDER BAG,9,7.470000000000001,3
23633,SET 10 CARDS WORLD CHILDREN 17067,3,7.470000000000001,3
90128A,PINK LEAVES AND BEADS PHONE CHARM,3,7.43,2
84596g,SMALL CHOCOLATES PINK BOWL,3,7.38,1
71496B,A4 WALL TIDY RED FLOWERS,13,7.37,4
85144,JARDIN ETCHED GLASS BUTTER DISH,1,7.25,1
10124G,ARMY CAMO BOOKCOVER TAPE,17,7.14,4
90214W,"LETTER ""W"" BLING KEY RING",16,6.819999999999999,5
90214O,"LETTER ""O"" BLING KEY RING",16,6.819999999999999,5
35443,RASTA IN BATH W SPLIFF ASHTRAY,8,6.8,6
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,4,6.76,1
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,2,6.72,1
35833G,4 GOLD FLOCK CHRISTMAS BALLS,2,6.72,1
62074B,ELEPHANT CLIP W SUCTION CUP,16,6.72,4
10124A,SPOTS ON RED BOOKCOVER TAPE,16,6.72,5
23604,SET 10 MINI SANTA & SNOWMAN  17087,4,6.640000000000001,2
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,4,6.6,1
20678,LARGE BLACK DIAMANTE HAIRSLIDE,4,6.6,1
90126C,AMBER BERTIE MOBILE PHONE CHARM,2,6.58,1
85224,ASSORTED COLOUR SILK GLASSES CASE,3,6.300000000000001,1
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,15,6.3,4
35591T,TURQUOISE CHRISTMAS TREE,5,6.25,4
21228,"POCKET MIRROR ""GLAMOROUS""",5,6.25,2
85225,BLING KEY RING STAND,6,6.25,3
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3,6.24,3
90060B,FIRE POLISHED GLASS NECKL GOLD,1,5.95,1
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,1,5.95,1
84499,BLACK FLOWER CANDLE PLATE,7,5.949999999999999,2
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,2,5.9,2
90014B,GOLD M.O.P. ORBIT NECKLACE,2,5.9,2
35598C,WHITE CHRISTMAS TREE 60CM,2,5.9,2
84228,HEN HOUSE WITH CHICK STANDING,14,5.88,3
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,2,5.82,1
23652,SET 10 CARD CHRISTMAS STAMPS 16963,2,5.82,1
23638,SET 10 CARDS ROBIN WATERPUMP  17096,2,5.82,2
90011C,GREEN CRYSTAL DROP EARRINGS,2,5.8,2
90067B,BROWN VINTAGE VICTORIAN EARRINGS,2,5.8,2
21839,MUMMY MOUSE RED GINGHAM RIBBON,1,5.45,1
35004P,SET OF 3 PINK FLYING DUCKS,1,5.45,1
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,28,5.32,3
37509,NEW ENGLAND MUG W GIFT BOX,2,5.1,2
20964,POLYESTER FILLER PAD 60X40CM,2,5.1,1
90142A,GREEN PENDANT SHELL NECKLACE,1,5.09,1
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,3,5.07,1
23649,SET 10 CARDS DECK THE HALLS 16960,2,4.98,2
47593b,SCOTTIE DOGS BABY BIB,6,4.98,1
90135A,ORANGE/FUSCHIA STONES NECKLACE,1,4.98,1
90128C,GREEN LEAVES AND BEADS PHONE CHARM,2,4.97,2
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,2,4.97,2
84661b,BLACK SQUARE TABLE CLOCK,1,4.96,1
84661a,WHITE SQUARE TABLE CLOCK,1,4.96,1
90081B,LILY BROOCH WHITE/SILVER COLOUR,1,4.95,1
35650,VINTAGE BEAD PINK JEWEL STAND,1,4.95,1
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,4.95,1
85049d,BRIGHT BLUES RIBBONS,2,4.92,2
84971l,LARGE HEART FLOWERS HOOK,2,4.92,1
85231b,CINAMMON SET OF 9 T-LIGHTS,3,4.92,3
85049b,LUSH GREENS RIBBONS,2,4.92,2
90127A,PINK BEADS+HAND PHONE CHARM,2,4.92,1
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,4.65,1
79151B,"SILICON CUBE 25W, BLUE",11,4.62,2
71215,METAL BASE FOR CANDLES,11,4.62,2
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,12,4.5600000000000005,1
84206A,3 BLACK CATS W HEARTS BLANK CARD,24,4.56,3
81950V,FLOWER PURPLE CLOCK WITH SUCKER,15,4.35,3
84732D,CUTE RABBIT CEATURE SCREEN,11,4.29,2
22218,CAKE STAND LACE WHITE,1,4.25,1
22199,FRYING PAN RED POLKADOT,1,4.25,1
79157V,UBO-LIGHT TRIOBASE PURPLE,5,4.25,3
81950V,FLOWER PURPLE CLOCK W/SUCKER,5,4.25,3
47016,LIGHT DECORATION BATTERY OPERATED,2,4.2,1
20861,GOLD COSMETIC BAG PINK STAR,2,4.2,2
22206,"MUG , DOTCOMGIFTSHOP.COM",5,4.17,5
23391,I LOVE LONDON MINI RUCKSACK,1,4.15,1
46776b,WOVEN BERRIES CUSHION COVER,1,4.13,1
47591b,SCOTTIES CHILDRENS APRON,1,4.13,1
46776e,WOVEN CANDY CUSHION COVER,1,4.13,1
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,5,4.050000000000001,1
17174,ASSTD RASTA KEY-CHAINS,9,3.7800000000000002,3
44091A,BLUE CRUSOE CHECK LAMPSHADE,9,3.78,3
90128B,BLUE LEAVES AND BEADS PHONE CHARM,2,3.76,2
37464,ROBOT MUG IN DISPLAY BOX,3,3.75,2
79192A,RETRO PLASTIC 70'S TRAY,3,3.75,2
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,1,3.73,1
90025B,BAROQUE BUTTERFLY EARRINGS RED,1,3.73,1
35271S,GOLD PRINT PAPER BAG,19,3.6100000000000003,2
16010,FOLDING CAMPING SCISSOR W/KNIF & S,30,3.5999999999999996,3
84270,ASSTD DESIGN BUBBLE GUM RING,17,3.5700000000000003,4
16202A,PASTEL PINK PHOTO ALBUM,7,3.5,2
90214U,"LETTER ""U"" BLING KEY RING",12,3.4799999999999995,1
79157B,UBO-LIGHT TRIOBASE BLUE,4,3.4,2
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,2,3.38,1
85119,WATERING CAN SINGLE HOOK PISTACHIO,1,3.36,1
21160,KEEP OUT GIRLS DOOR HANGER,1,3.36,1
90126A,PINK BERTIE MOBILE PHONE CHARM,1,3.36,1
22528,GARDENERS KNEELING PAD,1,3.36,1
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,1,3.33,1
90187A,BLUE DROP EARRINGS W BEAD CLUSTER,1,3.32,1
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,2,3.32,2
10123C,HEARTS WRAPPING TAPE,5,3.25,3
47013A,WINE BOTTLE DRESSING LT.BLUE,14,3.0399999999999996,4
23602,SET 10 CARDS 3 WISE MEN 17107,1,2.91,1
23628,SET 10 CARDS TRIANGLE ICONS  17220,1,2.91,1
23609,SET 10 CARDS SNOWY ROBIN 17099,1,2.91,1
90183c,BLACK DROP EARRINGS W LONG BEADS,1,2.9,1
m,MANUAL,1,2.55,1
90100,NECKLACE+BRACELET SET PINK DAISY,1,2.55,1
17028J,INCENSE BAZAAR PEACH,6,2.52,1
35609A,PINK FEATHER CHRISTMAS DECORATION,1,2.51,1
62096B,PURPLE/TURQ FLOWERS HANDBAG,2,2.5,1
23630,SET 10 CARDS HANGING BAUBLES 17080,1,2.49,3
90037A,TINY CRYSTAL BRACELET RED,1,2.48,1
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,13,2.4699999999999998,2
84510e,SET OF 4 GREEN CAROUSEL COASTERS,1,2.46,1
84596l,BISCUITS SMALL BOWL LIGHT BLUE,1,2.46,1
85049c,ROMANTIC PINKS RIBBONS,1,2.46,1
82613a,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2.46,1
85179a,GREEN BITTY LIGHT CHAIN,1,2.46,1
37330,BIG POLKADOT MUG,6,2.34,1
46115B,GREEN POP ART MAO CUSHION COVER,12,2.28,2
77079,DOLPHIN WINDMILL,1,2.12,1
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,2.1,1
21414,SCALLOP SHELL SOAP DISH,1,2.1,1
47579,TEA TIME BREAKFAST BASKET,1,2.1,1
20860,GOLD COSMETICS BAG WITH BUTTERFLY,1,2.1,1
90112,PINK DOLLY HAIR CLIPS,2,2.1,1
81953B,ROUND BLUE CLOCK WITH SUCKER,11,2.09,3
84731,3 BIRDS CANVAS SCREEN,2,2.04,2
16202E,BLACK PHOTO ALBUM,14,1.9500000000000002,4
22323,PINK POLKADOT KIDS BAG,1,1.95,1
22146,EASTER CRAFT IVY WREATH WITH CHICK,1,1.95,1
21491,SET OF THREE VINTAGE GIFT WRAPS,1,1.95,1
90092,BLUE CRYSTAL BOOT PHONE CHARM,1,1.66,1
84550,CROCHET LILAC/RED BEAR KEYRING,1,1.65,1
23664,FLOWER SHOP DESIGN MUG,1,1.65,1
84206C,CHAMPAGNE TRAY BLANK CARD,8,1.52,2
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,1.25,1
37461,FUNKY MONKEY MUG,1,1.25,1
84977,WIRE FLOWER T-LIGHT HOLDER,1,1.25,1
23370,SET 36 COLOURING PENCILS DOILEY,1,1.25,1
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1,1.25,1
84743C,ORANGE FELT VASE + FLOWERS,1,1.25,1
35597B,BLACKCHRISTMAS TREE 30CM,1,1.25,1
21009,ETCHED GLASS STAR TREE DECORATION,1,1.25,1
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2,1.1,2
72815,3 WICK CHRISTMAS BRIAR CANDLE,-1,0.9700000000000006,3
84206B,CAT WITH SUNGLASSES BLANK CARD,5,0.95,1
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,5,0.95,1
90084,PINK CRYSTAL GUITAR PHONE CHARM,1,0.85,1
21268,VINTAGE BLUE TINSEL REEL,2,0.84,1
51014c,"FEATHER PEN,COAL BLACK",1,0.83,1
85047,WHITE BEADED GARLAND STRING 20LIGHT,0,0.8000000000000007,4
23366,SET 12 COLOURING PENCILS DOILEY,1,0.65,1
84227,HEN HOUSE W CHICK IN NEST,1,0.42,1
PADS,PADS TO MATCH ALL CUSHIONS,4,0.003,4
20910,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
20906,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
20902,CHECK,-3,0.0,1
21555,PRODUTO SEM DESCRIÇÃO,232,0.0,1
21547,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
21539,CHECK,4,0.0,1
21538,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
71477,PRODUTO SEM DESCRIÇÃO,14,0.0,4
72225C,PRODUTO SEM DESCRIÇÃO,-226,0.0,2
72140F,THROW AWAY,-5368,0.0,1
22827,PRODUTO SEM DESCRIÇÃO,-4,0.0,2
22823,TEST,0,0.0,2
22838,PRODUTO SEM DESCRIÇÃO,-5,0.0,2
22837,PRODUTO SEM DESCRIÇÃO,-9,0.0,4
22837,FOUND,26,0.0,1
22837,?,-106,0.0,1
22833,PRODUTO SEM DESCRIÇÃO,0,0.0,2
22854,PRODUTO SEM DESCRIÇÃO,-40,0.0,1
21692,PRODUTO SEM DESCRIÇÃO,-76,0.0,2
21690,PRODUTO SEM DESCRIÇÃO,38,0.0,2
21689,WRONG BARCODE,-323,0.0,1
72127,PRODUTO SEM DESCRIÇÃO,-53,0.0,1
72127,FOUND BOX,24,0.0,1
72781,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
72759,THROWN AWAY-CAN'T SELL.,-524,0.0,1
20699,PRODUTO SEM DESCRIÇÃO,-16,0.0,1
20716,PRODUTO SEM DESCRIÇÃO,-78,0.0,2
20713,WRONGLY MARKED. 23343 IN BOX,-3100,0.0,1
20713,WRONGLY MARKED 23343,200,0.0,1
20713,WRONGLY CODED-23343,-800,0.0,1
20713,WRONGLY CODED 23343,1000,0.0,1
20713,PRODUTO SEM DESCRIÇÃO,58,0.0,4
20713,MARKED AS 23343,400,0.0,1
72732,THROWN AWAY-CAN'T SELL,-2472,0.0,1
72709,PRODUTO SEM DESCRIÇÃO,52,0.0,1
72801C,CHECK,-10,0.0,1
21519,CHECK,-80,0.0,1
21518,PRODUTO SEM DESCRIÇÃO,-31,0.0,1
21511,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
21504,PRODUTO SEM DESCRIÇÃO,-80,0.0,1
21539,DAMAGES?,-111,0.0,1
22988,PRODUTO SEM DESCRIÇÃO,-147,0.0,4
20954,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
20950,PRODUTO SEM DESCRIÇÃO,1,0.0,1
20941,PRODUTO SEM DESCRIÇÃO,-4,0.0,2
72800F,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
72800D,PRODUTO SEM DESCRIÇÃO,-15,0.0,2
72799F,PRODUTO SEM DESCRIÇÃO,-51,0.0,2
72798C,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
72793,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
72789,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
72802C,PRODUTO SEM DESCRIÇÃO,1,0.0,1
72802C,DAMAGES,-54,0.0,1
72802C,CHECK,-75,0.0,3
21717,PRODUTO SEM DESCRIÇÃO,-37,0.0,2
21743,PRODUTO SEM DESCRIÇÃO,-80,0.0,1
21700,SOLD AS SET ON DOTCOM AND AMAZON,-1206,0.0,1
21700,PRODUTO SEM DESCRIÇÃO,-110,0.0,1
21700,CHECK,26,0.0,1
21696,PRODUTO SEM DESCRIÇÃO,-320,0.0,1
22830,PRODUTO SEM DESCRIÇÃO,1,0.0,2
22829,PRODUTO SEM DESCRIÇÃO,5,0.0,2
72802B,CHECK,-290,0.0,3
72802A,WET PALLET-THROWN AWAY,-306,0.0,1
72802A,HAD BEEN PUT ASIDE.,54,0.0,1
72802A,?,-50,0.0,1
72801G,PRODUTO SEM DESCRIÇÃO,47,0.0,1
72807C,???MISSING,-428,0.0,1
72807B,WET PALLET,-696,0.0,1
72807B,DAMAGES,-101,0.0,1
72807B,????MISSING,-124,0.0,1
72807A,WET PALLET,-504,0.0,1
72807A,DAMAGES,-56,0.0,1
72807A,AMAZON,1,0.0,1
72807A,???MISSING,-224,0.0,1
72803B,PRODUTO SEM DESCRIÇÃO,1,0.0,1
72803A,DAMAGES,-160,0.0,1
72803A,?,117,0.0,1
72817,PRODUTO SEM DESCRIÇÃO,39,0.0,2
72817,DOTCOMSTOCK,4,0.0,1
72817,CHECK,-67,0.0,1
72816,PRODUTO SEM DESCRIÇÃO,-37,0.0,2
72815,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
72814,PRODUTO SEM DESCRIÇÃO,2,0.0,1
72807C,WET PALLET,-408,0.0,1
72807C,DAMAGES,-149,0.0,1
75172,PRODUTO SEM DESCRIÇÃO,-35,0.0,1
75131,PRODUTO SEM DESCRIÇÃO,-48,0.0,1
75013B,PRODUTO SEM DESCRIÇÃO,2,0.0,1
72821,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
72818,PRODUTO SEM DESCRIÇÃO,-50,0.0,3
72818,CHECK,-26,0.0,1
79030D,PRODUTO SEM DESCRIÇÃO,13,0.0,1
79030D,DAMAGES,-664,0.0,1
79026B,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
79000,PRODUTO SEM DESCRIÇÃO,461,0.0,3
78027,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
77101A,PRODUTO SEM DESCRIÇÃO,-83,0.0,2
77081,PRODUTO SEM DESCRIÇÃO,-39,0.0,1
77079,PRODUTO SEM DESCRIÇÃO,4,0.0,1
21736,PRODUTO SEM DESCRIÇÃO,5,0.0,1
21736,ADJUSTMENT,34,0.0,1
23005,PRINTING SMUDGES/THROWN AWAY,-19200,0.0,2
23003,PRINTING SMUDGES/THROWN AWAY,-9058,0.0,1
23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,200,0.0,1
21479,?,752,0.0,1
21474,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
20903,PRODUTO SEM DESCRIÇÃO,-33,0.0,1
20966,PRODUTO SEM DESCRIÇÃO,-193,0.0,4
20964,PRODUTO SEM DESCRIÇÃO,2,0.0,1
20956,PRODUTO SEM DESCRIÇÃO,288,0.0,1
20956,CHECK,-152,0.0,1
20956,?,-723,0.0,1
21735,DAMAGES,-59,0.0,1
21763,PRODUTO SEM DESCRIÇÃO,-6,0.0,3
22812,PRODUTO SEM DESCRIÇÃO,59,0.0,3
22812,CHECK,48,0.0,1
22812,?,-270,0.0,1
79063D,PRODUTO SEM DESCRIÇÃO,2560,0.0,1
79063C,PRODUTO SEM DESCRIÇÃO,320,0.0,1
79062D,PRODUTO SEM DESCRIÇÃO,960,0.0,1
79051A,SOLD AS SET ON DOTCOM,-6,0.0,1
79030G,WATER DAMAGED,-16,0.0,1
79030G,DAMAGES,-413,0.0,1
21761,DAMAGED,-2,0.0,1
21758,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
21744,CHECK,-21,0.0,1
21785,PRODUTO SEM DESCRIÇÃO,-147,0.0,2
22804,WRONGLY MRKED HAD 85123A IN BOX,-256,0.0,1
21738,PRODUTO SEM DESCRIÇÃO,-3,0.0,2
79163,PRODUTO SEM DESCRIÇÃO,-141,0.0,2
79163,DAMAGED,-1,0.0,1
79161A,PRODUTO SEM DESCRIÇÃO,2,0.0,2
20681,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
20713,FOUND,200,0.0,2
20711,LOST IN SPACE,-98,0.0,1
20711,CHECK,-220,0.0,1
20702,PRODUTO SEM DESCRIÇÃO,11,0.0,1
20701,PRODUTO SEM DESCRIÇÃO,-30,0.0,2
20700,?,-121,0.0,1
79071B,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
79067,PRODUTO SEM DESCRIÇÃO,-150,0.0,2
79302M,PRODUTO SEM DESCRIÇÃO,73,0.0,1
23444,PRODUTO SEM DESCRIÇÃO,200,0.0,1
23462,DAMAGES,-34,0.0,1
21491,PRODUTO SEM DESCRIÇÃO,1,0.0,1
21488,PRODUTO SEM DESCRIÇÃO,-42,0.0,2
21486,PRODUTO SEM DESCRIÇÃO,-77,0.0,1
21484,PRODUTO SEM DESCRIÇÃO,219,0.0,1
79192A,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
79172D,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
79164,PRODUTO SEM DESCRIÇÃO,38,0.0,4
79164,DAMAGES/CREDITS FROM ASOS.,-1512,0.0,1
79163,SOLD AS SET ON DOTCOM,-24,0.0,1
79331,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
79329,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
79323W,"UNSALEABLE, DESTROYED.",-4830,0.0,1
79323S,"UNSALEABLE, DESTROYED.",-674,0.0,1
79323P,"UNSALEABLE, DESTROYED.",-2003,0.0,1
79323LP,"UNSALEABLE, DESTROYED.",-2618,0.0,1
79323GR,"UNSALEABLE, DESTROYED.",-1158,0.0,1
79323G,"UNSALEABLE, DESTROYED.",-657,0.0,1
79323B,"UNSALEABLE, DESTROYED.",-1671,0.0,1
79323B,BLACK CHERRY LIGHTS,0,0.0,3
79321,PRODUTO SEM DESCRIÇÃO,114,0.0,4
81952B,PRODUTO SEM DESCRIÇÃO,11,0.0,1
81950V,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
81950B,PRODUTO SEM DESCRIÇÃO,-23,0.0,1
79342B,"UNSALEABLE, DESTROYED.",-1128,0.0,1
79341,"UNSALEABLE, DESTROYED.",-905,0.0,1
79337,PRODUTO SEM DESCRIÇÃO,-7,0.0,2
79336,PRODUTO SEM DESCRIÇÃO,-11,0.0,2
82483,PRODUTO SEM DESCRIÇÃO,6,0.0,2
82483,CRUSHED,-13,0.0,1
82095,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
21777,PRODUTO SEM DESCRIÇÃO,-5,0.0,2
21769,SHOWROOM,-5,0.0,1
21765,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
21801,PRODUTO SEM DESCRIÇÃO,-33,0.0,2
22796,NOT RCVD IN 10/11/2010 DELIVERY,-360,0.0,1
22795,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
22792,DAMAGES,-73,0.0,1
22791,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
22810,PRODUTO SEM DESCRIÇÃO,33,0.0,1
22810,CHECK,-25,0.0,1
81953P,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
81953B,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
