codigo_produto,nome_produto,quantidade_devolvida,valor_devolvido,num_devolucoes
21264,WHITE GOOSE FEATHER TREE 60CM,-8,-15.6,2
22431,WATERING CAN BLUE ELEPHANT,-8,-15.6,3
47469,ASSORTED SHAPES PHOTO CLIP SILVER,-24,-15.6,1
21285,RETROSPOT CANDLE  MEDIUM,-24,-15.6,1
21459,YELLOW EASTER EGG HUNT START POST,-8,-15.6,2
90169,DAISY HAIR COMB,-6,-15.3,1
22394,PAPERWEIGHT KINGS CHOICE,-6,-15.3,1
22345,PARTY PIZZA DISH BLUE POLKADOT,-18,-15.3,1
84461,12 PINK HEN+CHICKS IN BASKET,-6,-15.3,1
90101,WHITE FRANGIPANI NECKLACE,-6,-15.3,1
90118,PINK DAISY BAG CHARM,-6,-15.3,1
22343,PARTY PIZZA DISH RED RETROSPOT,-18,-15.3,1
85124B,BLUE JUICY FRUIT PHOTO FRAME,-6,-15.3,1
84508B,STRIPES DESIGN TEDDY,-6,-15.3,1
90098,NECKLACE+BRACELET PINK BUTTERFLY,-6,-15.3,1
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,-6,-15.3,1
21136,PAINTED METAL PEARS ASSORTED,-9,-15.209999999999999,2
23288,GREEN VINTAGE SPOT BEAKER,-18,-15.17,4
21519,GIN & TONIC DIET GREETING CARD,-36,-15.120000000000001,3
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,-36,-15.12,1
21801,CHRISTMAS TREE DECORATION WITH BELL,-36,-15.12,1
21471,STRAWBERRY RAFFIA FOOD COVER,-4,-15.0,3
21066,VINTAGE RED MUG,-12,-15.0,1
23153,ZINC SWEETHEART WIRE LETTER RACK,-4,-15.0,1
85169A,IVORY LOVE BIRD CANDLE,-12,-15.0,1
23289,DOLLY GIRL CHILDRENS BOWL,-12,-15.0,4
23161,REGENCY CAKE FORK,-12,-15.0,1
22200,FRYING PAN PINK POLKADOT,-4,-15.0,1
22673,FRENCH GARDEN SIGN BLUE METAL,-12,-15.0,1
21224,SET/4 SKULL BADGES,-12,-15.0,2
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,-4,-15.0,1
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,-4,-15.0,1
90022,EDWARDIAN DROP EARRINGS JET BLACK,-4,-15.0,1
21993,FLORAL FOLK STATIONERY SET,-12,-15.0,1
22619,SET OF 6 SOLDIER SKITTLES,-4,-15.0,1
85169C,EAU DE NIL LOVE BIRD CANDLE,-12,-15.0,1
23213,STAR WREATH DECORATION WITH BELL,-12,-15.0,1
85049A,TRADITIONAL CHRISTMAS RIBBONS,-12,-15.0,1
22403,MAGNETS PACK OF 4 VINTAGE LABELS,-12,-15.0,2
23396,LE JARDIN BOTANIQUE CUSHION COVER,-4,-15.0,1
22396,MAGNETS PACK OF 4 RETRO PHOTO,-12,-15.0,2
23574,PACKING CHARGE,-2,-15.0,2
84997D,CHILDRENS CUTLERY POLKADOT PINK,-4,-15.0,1
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,-12,-15.0,2
23266,SET OF 3 WOODEN STOCKING DECORATION,-12,-15.0,1
22683,FRENCH BLUE METAL DOOR SIGN 8,-12,-15.0,2
23412,HEART MIRROR ANTIQUE WHITE,-2,-15.0,1
22435,SET OF 9 HEART SHAPED BALLOONS,-12,-15.0,1
22093,MOTORING TISSUE BOX,-12,-15.0,1
23444,NEXT DAY CARRIAGE,-1,-15.0,1
23333,IVORY WICKER HEART MEDIUM,-12,-15.0,1
20675,BLUE POLKADOT BOWL,-12,-15.0,2
72815,3 WICK CHRISTMAS BRIAR CANDLE,-4,-15.0,1
20658,RED RETROSPOT LUGGAGE TAG,-12,-15.0,1
21745,GAOLERS KEYS DECORATIVE GARDEN,-4,-15.0,1
23352,ROLL WRAP 50'S RED CHRISTMAS,-12,-15.0,1
90003E,GREEN PAIR HEART HAIR SLIDES,-4,-15.0,1
90003D,CRYSTAL PAIR HEART HAIR SLIDES,-4,-15.0,1
21643,ASSORTED TUTTI FRUTTI MIRROR,-12,-15.0,1
21991,BOHEMIAN COLLAGE STATIONERY SET,-12,-15.0,1
21990,MODERN FLORAL STATIONERY SET,-12,-15.0,1
22855,FINE WICKER HEART,-12,-15.0,1
21747,SMALL SKULL WINDMILL,-12,-15.0,1
22336,DOVE DECORATION PAINTED ZINC,-23,-14.95,1
22182,CAKE STAND VICTORIAN FILIGREE SMALL,-3,-14.850000000000001,2
22854,CREAM SWEETHEART EGG HOLDER,-3,-14.850000000000001,3
23114,VINTAGE LEAF CHOPPING BOARD,-3,-14.850000000000001,2
85042,ANTIQUE LILY FAIRY LIGHTS,-3,-14.850000000000001,2
85232D,SET/3 DECOUPAGE STACKING TINS,-3,-14.85,1
85232A,SET/3 POLKADOT STACKING TINS,-3,-14.85,1
21682,LARGE MEDINA STAMPED METAL BOWL,-3,-14.85,1
22681,FRENCH BLUE METAL DOOR SIGN 6,-12,-14.81,3
21424,WOODLAND STORAGE BOX LARGE,-5,-14.75,5
71279,PINK GLASS CANDLEHOLDER,-5,-14.75,4
21320,GLASS CHALICE GREEN  LARGE,-7,-14.7,1
22187,GREEN CHRISTMAS TREE CARD HOLDER,-4,-14.7,3
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,-2,-14.6,2
23241,TREASURE TIN GYMKHANA DESIGN,-7,-14.56,5
23236,DOILEY STORAGE TIN,-5,-14.450000000000001,5
23178,JAM CLOCK MAGNET,-5,-14.45,3
21080,SET/20 RED RETROSPOT PAPER NAPKINS,-17,-14.45,2
22614,PACK OF 12 SPACEBOY TISSUES,-37,-14.43,4
22046,TEA PARTY  WRAPPING PAPER,-34,-14.28,2
85174,S/4 CACTI CANDLES,-3,-14.15,3
23380,PACK OF 12 VINTAGE DOILY TISSUES,-36,-14.04,2
21090,SET/6 COLLAGE PAPER PLATES,-36,-14.04,3
85230G,ORANGE VOTIVE CANDLE,-48,-13.919999999999998,1
90050,CRACKED GLAZE NECKLACE IVORY,-2,-13.9,1
21129,SILVER FISHING GNOME,-2,-13.9,1
37501,TEA TIME TEA SET IN GIFT BOX,-2,-13.9,1
22676,FRENCH BLUE METAL DOOR SIGN 1,-11,-13.75,2
22678,FRENCH BLUE METAL DOOR SIGN 3,-11,-13.75,2
22677,FRENCH BLUE METAL DOOR SIGN 2,-11,-13.75,2
22682,FRENCH BLUE METAL DOOR SIGN 7,-11,-13.75,2
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,-36,-13.68,1
90058B,CRYSTAL STUD EARRINGS ASSORTED COL,-36,-13.68,1
21326,AGED GLASS SILVER T-LIGHT HOLDER,-21,-13.65,5
22230,JIGSAW TREE WITH WATERING CAN,-16,-13.53,4
21243,PINK  POLKADOT PLATE,-8,-13.52,1
22825,DECORATIVE PLANT POT WITH FRIEZE,-2,-13.5,1
21110,LARGE CAKE TOWEL PINK SPOTS,-2,-13.5,1
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,-32,-13.44,1
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,-4,-13.4,1
23431,NATURAL HANGING QUILTED HEARTS,-16,-13.280000000000001,3
23374,RED SPOT PAPER GIFT BAG,-16,-13.12,3
22644,CERAMIC CHERRY CAKE MONEY BANK,-9,-13.05,4
23035,DRAWER KNOB CERAMIC IVORY,-9,-13.049999999999999,2
84692,BOX OF 24 COCKTAIL PARASOLS,-31,-13.02,3
22436,12 COLOURED PARTY BALLOONS,-20,-13.0,1
16054,POPART RECT PENCIL SHARPENER ASST,-108,-12.96,1
22620,4 TRADITIONAL SPINNING TOPS,-10,-12.9,2
90062,CARNIVAL BRACELET,-1,-12.75,1
22282,12 EGG HOUSE PAINTED WOOD,-1,-12.75,1
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,-5,-12.75,1
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,-3,-12.75,1
84968D,SET OF 16 VINTAGE RED CUTLERY,-1,-12.75,1
21633,SUNFLOWER DECORATIVE PARASOL,-1,-12.75,1
84030E,ENGLISH ROSE HOT WATER BOTTLE,-3,-12.75,2
85163B,BLACK BAROQUE WALL CLOCK,-1,-12.75,1
85065,CREAM SWEETHEART TRAYS,-1,-12.75,1
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",-1,-12.75,1
90148,LONG SILVER NECKLACE PASTEL FLOWER,-1,-12.75,1
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,-2,-12.7,1
22994,TRAVEL CARD WALLET RETROSPOT,-30,-12.6,6
90209A,PURPLE ENAMEL+GLASS HAIR COMB,-6,-12.6,1
47599A,PINK PARTY BAGS,-6,-12.6,1
20795,LARGE BLUE PROVENCAL CERAMIC BALL,-6,-12.6,2
22747,POPPY'S PLAYHOUSE BATHROOM,-6,-12.6,1
16237,SLEEPING CAT ERASERS,-60,-12.6,1
22679,FRENCH BLUE METAL DOOR SIGN 4,-10,-12.5,1
22685,FRENCH BLUE METAL DOOR SIGN 0,-10,-12.5,1
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,-2,-12.5,1
23290,SPACEBOY CHILDRENS BOWL,-10,-12.5,2
23291,DOLLY GIRL CHILDRENS CUP,-10,-12.5,3
23017,APOTHECARY MEASURING JAR,-1,-12.5,1
23065,LARGE DECO JEWELLERY STAND,-1,-12.5,1
21114,LAVENDER SCENTED FABRIC HEART,-10,-12.5,1
23073,GEORGIAN TRINKET BOX,-1,-12.5,1
23556,LANDMARK FRAME COVENT GARDEN,-1,-12.5,1
23338,EGG FRYING PAN RED,-6,-12.48,1
23025,DRAWER KNOB VINTAGE GLASS BALL,-6,-12.48,1
23513,EMBROIDERED RIBBON REEL SUSIE,-6,-12.48,1
23514,EMBROIDERED RIBBON REEL SALLY,-6,-12.48,1
23074,EMBOSSED HEART TRINKET BOX,-6,-12.48,1
23237,SET OF 4 KNICK KNACK TINS LEAVES,-3,-12.450000000000001,2
85150,LADIES & GENTLEMEN METAL SIGN,-5,-12.299999999999999,4
22338,STAR DECORATION PAINTED ZINC,-21,-12.27,2
40001,WHITE BAMBOO RIBS LAMPSHADE,-19,-12.16,6
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,-2,-11.9,1
22822,CREAM WALL PLANTER HEART SHAPED,-2,-11.9,2
85014B,RED RETROSPOT UMBRELLA,-2,-11.9,2
21756,BATH BUILDING BLOCK WORD,-2,-11.9,1
21794,CLASSIC FRENCH STYLE BASKET NATURAL,-3,-11.850000000000001,2
22224,WHITE LOVEBIRD LANTERN,-4,-11.8,2
22496,SET OF 2 ROUND TINS DUTCH CHEESE,-4,-11.8,1
90201A,PURPLE ENAMEL FLOWER RING,-4,-11.8,1
84674,FLYING PIG WATERING CAN,-4,-11.8,1
22575,METAL MERRY CHRISTMAS WREATH,-6,-11.7,1
23039,T-LIGHT HOLDER SILVER HEART HANDLE,-6,-11.7,1
20886,BOX OF 9 PEBBLE CANDLES,-6,-11.7,1
22812,PACK 3 BOXES CHRISTMAS PANETTONE,-6,-11.7,1
23224,CHERUB HEART DECORATION GOLD,-14,-11.620000000000001,2
23182,TOILET SIGN OCCUPIED OR VACANT,-14,-11.62,6
22208,WOOD STAMP SET THANK YOU,-13,-11.610000000000001,2
23028,DRAWER KNOB CRACKLE GLAZE BLUE,-7,-11.55,3
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,-12,-11.4,1
23493,VINTAGE DOILY TRAVEL SEWING KIT,-6,-11.399999999999999,3
85131A,BEADED PEARL HEART WHITE ON STICK,-13,-11.27,3
22099,CARAVAN SQUARE TISSUE BOX,-9,-11.25,1
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,-3,-11.25,1
20980,36 PENCILS TUBE POSY,-9,-11.25,1
23403,LETTER HOLDER HOME SWEET HOME,-3,-11.25,3
21913,VINTAGE SEASIDE JIGSAW PUZZLES,-3,-11.25,2
82616B,FRAPPUCINO SCARF KNITTING KIT,-9,-11.25,1
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,-3,-11.25,2
23490,T-LIGHT HOLDER HANGING LOVE BIRD,-3,-11.25,1
22719,GUMBALL MONOCHROME COAT RACK,-10,-11.17,4
82581,TOILET METAL SIGN,-21,-11.16,5
84976,RECTANGULAR SHAPED MIRROR,-14,-11.06,2
22095,LADS ONLY TISSUE BOX,-9,-11.06,2
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,-13,-11.05,2
21455,PAINTED YELLOW WOODEN DAISY,-13,-11.05,1
22603,CHRISTMAS RETROSPOT TREE WOOD,-13,-11.049999999999999,2
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,-13,-11.049999999999999,2
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,-13,-11.049999999999999,2
23232,WRAP VINTAGE LEAF DESIGN,-26,-10.92,2
22996,TRAVEL CARD WALLET VINTAGE TICKET,-26,-10.92,4
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,-13,-10.790000000000001,2
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-13,-10.79,4
23295,SET OF 12 MINI LOAF BAKING CASES,-13,-10.79,5
23294,SET OF 6 SNACK LOAF BAKING CASES,-13,-10.79,4
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,-13,-10.79,7
37503,TEA TIME CAKE STAND IN GIFT BOX,-1,-10.75,1
23233,WRAP POPPIES  DESIGN,-25,-10.5,1
22705,WRAP GREEN PEARS,-25,-10.5,1
22708,WRAP DOLLY GIRL,-25,-10.5,1
22899,CHILDREN'S APRON DOLLY GIRL,-5,-10.5,3
21167,WHITE SAGE INCENSE,-50,-10.5,1
22048,BIRTHDAY BANQUET GIFT WRAP,-25,-10.5,1
22039,BOTANICAL LILY GIFT WRAP,-25,-10.5,1
90108,BLUE BLOSSOM HAIR CLIP,-10,-10.5,1
16161P,WRAP ENGLISH ROSE,-25,-10.5,1
23232,WRAP VINTAGE PETALS  DESIGN,-25,-10.5,1
22706,WRAP COWBOYS,-25,-10.5,1
16161U,WRAP SUKI AND FRIENDS,-25,-10.5,1
22986,WRAP GINGHAM ROSE,-25,-10.5,1
21495,SKULLS AND CROSSBONES WRAP,-25,-10.5,1
22049,WRAP CHRISTMAS SCREEN PRINT,-25,-10.5,1
22050,PINK PAISLEY ROSE GIFT WRAP,-25,-10.5,1
22047,EMPIRE GIFT WRAP,-25,-10.5,1
22712,CARD DOLLY GIRL,-25,-10.5,3
23145,ZINC T-LIGHT HOLDER STAR LARGE,-11,-10.45,2
23367,SET 12 COLOUR PENCILS SPACEBOY,-16,-10.4,1
23511,EMBROIDERED RIBBON REEL EMILY,-5,-10.4,1
21059,PARTY INVITES DINOSAURS,-12,-10.2,1
22792,FLUTED ANTIQUE CANDLE HOLDER,-12,-10.2,1
21677,HEARTS  STICKERS,-12,-10.2,1
20838,FRENCH LATTICE CUSHION COVER,-12,-10.2,1
21675,BUTTERFLIES STICKERS,-12,-10.2,1
20840,FRENCH FLORAL CUSHION COVER,-12,-10.2,1
79191D,RETRO PLASTIC DAISY TRAY,-12,-10.2,1
79066K,RETRO MOD TRAY,-12,-10.2,3
85017B,ENVELOPE 50 BLOSSOM IMAGES,-12,-10.2,1
21558,SKULL LUNCH BOX WITH CUTLERY,-4,-10.2,4
84832,ZINC WILLIE WINKIE  CANDLE STICK,-12,-10.2,1
22322,BIRD DECORATION GREEN POLKADOT,-12,-10.2,1
22522,CHILDS GARDEN FORK BLUE,-12,-10.2,1
22393,PAPERWEIGHT VINTAGE COLLAGE,-4,-10.2,2
22491,PACK OF 12 COLOURED PENCILS,-12,-10.2,1
22948,METAL DECORATION NAUGHTY CHILDREN,-12,-10.2,2
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,-4,-10.2,1
84821,DANISH ROSE DELUXE COASTER,-12,-10.2,1
79191B,RETRO PLASTIC POLKA TRAY,-12,-10.2,1
22348,TEA BAG PLATE RED RETROSPOT,-12,-10.2,1
22523,CHILDS GARDEN FORK PINK,-12,-10.2,1
22116,METAL SIGN HIS DINNER IS SERVED,-12,-10.2,1
22132,RED LOVE HEART SHAPE CUP,-12,-10.2,1
21058,PARTY INVITES WOODLAND,-12,-10.2,1
21942,SKULLS DESIGN FLANNEL,-12,-10.2,1
23306,SET OF 36 DOILIES PANTRY DESIGN,-7,-10.149999999999999,2
22533,MAGIC DRAWING SLATE BAKE A CAKE,-24,-10.08,1
21916,SET 12 RETRO WHITE CHALK STICKS,-24,-10.08,1
85199S,SMALL HANGING IVORY/RED WOOD BIRD,-24,-10.08,1
22718,CARD CAT AND TREE,-24,-10.08,2
22530,MAGIC DRAWING SLATE DOLLY GIRL,-24,-10.08,1
20836,FRENCH PAISLEY CUSHION COVER,-12,-9.96,1
22209,WOOD STAMP SET HAPPY BIRTHDAY,-12,-9.96,1
23220,REINDEER HEART DECORATION GOLD,-12,-9.96,1
23223,CHRISTMAS TREE HANGING SILVER,-12,-9.96,1
23316,RED REFECTORY CLOCK,-1,-9.95,1
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,-6,-9.9,1
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,-6,-9.9,1
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,-6,-9.9,1
22472,TV DINNER TRAY DOLLY GIRL,-2,-9.9,2
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,-6,-9.9,1
90192,JADE DROP EARRINGS W FILIGREE,-2,-9.9,1
21246,RED RETROSPOT BIG BOWL,-2,-9.9,2
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,-6,-9.9,1
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,-6,-9.9,1
23569,TRADTIONAL ALPHABET STAMP SET,-2,-9.9,1
21896,POTTING SHED TWINE,-5,-9.75,3
85027L,FRENCH CHATEAU LARGE PLATTER,-5,-9.75,1
85132C,CHARLIE AND LOLA FIGURES TINS,-5,-9.75,4
47504K,ENGLISH ROSE GARDEN SECATEURS,-12,-9.48,1
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,-24,-9.36,1
21158,MOODY GIRL DOOR HANGER,-24,-9.36,1
85231B,CINAMMON SET OF 9 T-LIGHTS,-11,-9.35,1
85064,CREAM SWEETHEART LETTER RACK,-2,-9.3,2
21786,POLKADOT RAIN HAT,-22,-9.24,1
23186,FRENCH STYLE STORAGE JAR CAFE,-12,-9.24,2
84663A,GRASS HOPPER WOODEN WALL CLOCK,-5,-9.11,3
22067,CHOC TRUFFLE GOLD TRINKET POT,-6,-9.1,3
21373,MIRRORED WALL ART SNOWFLAKES,-12,-9.0,1
22183,CAKE STAND VICTORIAN FILIGREE MED,-2,-8.95,2
21630,FLOOR CUSHION ELEPHANT CARNIVAL,-1,-8.95,1
22359,GLASS JAR KINGS CHOICE,-3,-8.850000000000001,2
22934,BAKING MOULD EASTER EGG WHITE CHOC,-3,-8.850000000000001,1
21041,RED RETROSPOT OVEN GLOVE DOUBLE,-3,-8.850000000000001,3
85104,SILVER GLASS T-LIGHT SET,-3,-8.850000000000001,1
22893,MINI CAKE STAND T-LIGHT HOLDER,-21,-8.82,5
22258,FELT FARM ANIMAL RABBIT,-7,-8.75,2
22091,EMPIRE TISSUE BOX,-7,-8.75,1
23345,DOLLY GIRL BEAKER,-7,-8.75,2
23270,SET OF 2 CERAMIC PAINTED HEARTS,-6,-8.7,1
22416,SET OF 36 SPACEBOY PAPER DOILIES,-6,-8.7,1
22981,PANTRY APPLE CORER,-6,-8.7,2
23034,DRAWER KNOB CERAMIC BLACK,-6,-8.7,1
16259,PIECE OF CAMO STATIONERY SET,-108,-8.64,1
21394,RED POLKADOT BEAKER,-22,-8.58,4
22201,FRYING PAN BLUE POLKADOT,-2,-8.5,2
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-2,-8.5,2
22437,SET OF 9 BLACK SKULL BALLOONS,-10,-8.5,1
21408,SPOTTY PINK DUCK DOORSTOP,-2,-8.5,1
85231G,ORANGE SCENTED SET/9 T-LIGHTS,-10,-8.5,1
22613,PACK OF 20 SPACEBOY NAPKINS,-10,-8.5,1
23342,MINT DINER WALL CLOCK,-1,-8.5,1
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,-2,-8.5,2
85199L,LARGE HANGING IVORY & RED WOOD BIRD,-13,-8.450000000000001,2
21987,PACK OF 6 SKULL PAPER CUPS,-13,-8.450000000000001,2
85054,FRENCH ENAMEL POT W LID,-4,-8.4,3
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",-20,-8.4,1
82613D,METAL SIGN CUPCAKE SINGLE HOOK,-20,-8.4,1
85186C,BUNNY EGG GARLAND,-20,-8.4,1
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",-20,-8.4,1
21426,WOODLAND STORAGE BOX SMALL,-4,-8.4,3
21209,MULTICOLOUR HONEYCOMB FAN,-19,-8.33,5
23389,SPACEBOY MINI BACKPACK,-2,-8.3,1
23456,MEDIUM PARLOUR PICTURE FRAME,-2,-8.3,1
23454,THREE MINI HANGING FRAMES,-2,-8.3,1
23050,RECYCLED ACAPULCO MAT GREEN,-1,-8.25,1
23491,VINTAGE JINGLE BELLS HEART,-1,-8.25,1
23053,RECYCLED ACAPULCO MAT PINK,-1,-8.25,1
23544,WALL ART MID CENTURY MODERN,-1,-8.25,1
23133,LARGE IVORY HEART WALL ORGANISER,-1,-8.25,1
23066,SMALL DECO JEWELLERY STAND,-1,-8.25,1
23415,HOME SWEET HOME HOOK,-5,-8.25,1
23052,RECYCLED ACAPULCO MAT TURQUOISE,-1,-8.25,1
23054,RECYCLED ACAPULCO MAT LAVENDER,-1,-8.25,1
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,-1,-8.25,1
22616,PACK OF 12 LONDON TISSUES,-24,-8.16,2
23410,CURIO CABINET LINEN AND LACE,-1,-8.15,1
21564,PINK  HEART SHAPE LOVE BUCKET,-3,-8.05,3
15044C,PURPLE PAPER PARASOL,-3,-8.05,2
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,-5,-8.0,2
84600,NEW BAROQUE JEWELLERY BOX,-1,-7.95,1
85068,CREAM SWEETHEART SHELF + HOOKS,-1,-7.95,1
85135B,BLUE DRAGONFLY HELICOPTER,-1,-7.95,1
85135C,RED DRAGONFLY HELICOPTER,-1,-7.95,1
22723,SET OF 6 HERB TINS SKETCHBOOK,-2,-7.9,2
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,-10,-7.9,1
21359,RELAX LARGE WOOD LETTERS,-2,-7.9,2
21311,SET/4 BIRD MIRROR MAGNETS,-27,-7.83,2
85032D,YULETIDE IMAGES GIFT WRAP SET,-12,-7.800000000000001,1
22919,HERB MARKER MINT,-12,-7.800000000000001,1
22917,HERB MARKER ROSEMARY,-12,-7.800000000000001,1
22918,HERB MARKER PARSLEY,-12,-7.800000000000001,1
22921,HERB MARKER CHIVES,-12,-7.800000000000001,1
22821,GIFT BAG PSYCHEDELIC APPLES,-12,-7.800000000000001,1
22916,HERB MARKER THYME,-12,-7.800000000000001,1
85032C,CURIOUS IMAGES GIFT WRAP SET,-12,-7.800000000000001,1
21880,RED RETROSPOT TAPE,-12,-7.800000000000001,1
22466,FAIRY TALE COTTAGE NIGHTLIGHT,-4,-7.8,2
47594B,SCOTTIES DESIGN WASHBAG,-4,-7.8,3
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,-3,-7.649999999999999,1
21279,VINTAGE KITCHEN PRINT FRUITS,-3,-7.649999999999999,1
90176D,DIAMANTE NECKLACE PURPLE,-1,-7.5,1
21467,CHERRY CROCHET FOOD COVER,-2,-7.5,2
20674,GREEN POLKADOT BOWL,-6,-7.5,1
23227,FILIGREE HEART BUTTERFLY WHITE,-6,-7.5,2
90143,SILVER BRACELET W PASTEL FLOWER,-1,-7.5,1
23330,DECORATIVE WICKER HEART MEDIUM,-6,-7.5,1
22203,MILK PAN RED RETROSPOT,-2,-7.5,2
23160,REGENCY TEA SPOON,-6,-7.5,2
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,-6,-7.5,1
23346,SPACEBOY BEAKER,-6,-7.5,1
22592,CARDHOLDER HOLLY WREATH METAL,-2,-7.5,2
21925,UNION STRIPE CUSHION COVER,-6,-7.5,4
90176A,CLASSIC DIAMANTE NECKLACE JET,-1,-7.5,1
21469,POLKA DOT RAFFIA FOOD COVER,-2,-7.5,2
22751,FELTCRAFT PRINCESS OLIVIA DOLL,-2,-7.5,1
23093,SMALL PARISIENNE HEART PHOTO FRAME,-3,-7.470000000000001,2
23090,VINTAGE GLASS T-LIGHT HOLDER,-9,-7.47,1
22268,DECORATION SITTING BUNNY,-39,-7.41,1
21306,SET/4 DAISY MIRROR MAGNETS,-19,-7.32,2
84985A,SET OF 72 GREEN PAPER DOILIES,-5,-7.25,1
20984,12 PENCILS TALL TUBE POSY,-24,-6.959999999999999,1
21983,PACK OF 12 BLUE PAISLEY TISSUES,-24,-6.959999999999999,1
84926F,PSYCHEDELIC TILE COASTER,-24,-6.959999999999999,1
22119,PEACE WOODEN BLOCK LETTERS,-1,-6.95,1
51008,AFGHAN SLIPPER SOCK PAIR,-2,-6.9,1
22609,PENS ASSORTED SPACEBALL,-36,-6.84,1
85126,LARGE ROUND CUTGLASS CANDLESTICK,-1,-6.75,1
21364,PEACE SMALL WOOD LETTERS,-1,-6.75,1
21918,SET 12 KIDS COLOUR  CHALK STICKS,-16,-6.72,3
84596F,SMALL MARSHMALLOWS PINK BOWL,-16,-6.72,1
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,-16,-6.72,1
79190B,RETRO PLASTIC POLKA TRAY,-16,-6.72,2
82578,KITCHEN METAL SIGN,-12,-6.6000000000000005,1
20798,CLEAR MILKSHAKE GLASS,-4,-6.6,1
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,-4,-6.6,4
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,-4,-6.6,3
23209,LUNCH BAG DOILEY PATTERN,-4,-6.6,4
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,-4,-6.6,2
20681,PINK POLKADOT CHILDRENS UMBRELLA,-2,-6.5,2
21194,PINK  HONEYCOMB PAPER FAN,-10,-6.5,3
22383,LUNCH BAG SUKI  DESIGN,-4,-6.3999999999999995,3
21071,VINTAGE BILLBOARD DRINK ME MUG,-6,-6.36,1
90199C,5 STRAND GLASS NECKLACE CRYSTAL,-1,-6.35,1
84881,BLUE WIRE SPIRAL CANDLE HOLDER,-1,-6.35,1
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,-3,-6.300000000000001,3
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,-3,-6.300000000000001,3
21427,SKULLS STORAGE BOX SMALL,-3,-6.300000000000001,3
21391,FRENCH LAVENDER SCENT HEART,-3,-6.300000000000001,1
90209C,PINK ENAMEL+GLASS HAIR COMB,-3,-6.300000000000001,1
23323,WHITE WICKER STAR,-3,-6.300000000000001,3
21012,ANTIQUE ALL GLASS CANDLESTICK,-3,-6.300000000000001,1
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,-5,-6.25,2
20677,PINK POLKADOT BOWL,-5,-6.25,1
22966,GINGERBREAD MAN COOKIE CUTTER,-5,-6.25,2
23565,EGG CUP MILKMAID HELGA,-5,-6.25,2
22670,FRENCH WC SIGN BLUE METAL,-5,-6.25,2
21930,JUMBO STORAGE BAG SKULLS,-3,-6.24,3
84950,ASSORTED COLOUR T-LIGHT HOLDER,-10,-6.1000000000000005,4
79000,MOROCCAN TEA GLASS,-9,-6.050000000000001,4
21382,SET/4 SPRING FLOWER DECORATION,-8,-6.0,1
23535,WALL ART BICYCLE SAFETY,-1,-5.95,1
84843,WHITE SOAP RACK WITH 2 BOTTLES,-1,-5.95,1
